1	what are bigos?	0	bigos --> dish type of dish --> [u'Stew']	0	bigos --> dish cuisine --> [u'Polish food']	0
1995	what is the average temperature in phoenix az in december?	5778	phoenix --> topic exceptions --> [u'Phoenix should not be contained in Maricopa County.']	0	phoenix --> location nearby airports --> [u'Phoenix Sky Harbor International Airport', u'Phoenix Deer Valley Airport', u'Phoenix Goodyear Airport', u'Phoenix Regional Airport']	47
1996	what are some of leonardo da vinci most famous inventions?	5199	leonardo da vinci --> inventor inventions --> [u'Aerial Screw', u'Double hull', u'Anemometer', u'Viola organista', u'Parachute']	1	leonardo da vinci --> inventor inventions --> [u'Aerial Screw', u'Double hull', u'Anemometer', u'Viola organista', u'Parachute']	1
1997	what did african americans do during the revolutionary war?	1562	african american --> first achievement achievement --> [u'Pilot', u'President of the United States', u'Superhero', u'General', u'President of the Harvard Law Review']	12	american revolutionary war --> event locations --> [u'North America', u'Indian subcontinent', u'Balearic Islands', u'Gibraltar', u'Atlantic Ocean']	25
1998	what year did president william henry harrison take office?	417	EMPTY	0	william henry harrison --> inauguration speaker inauguration --> [u'William Henry Harrison 1841 presidential inauguration']	1
1999	what year did the milwaukee brewers go to the world series?	7173	milwaukee brewers --> baseball team stats season --> [u'2006 Major League Baseball season', u'2007 Major League Baseball season', u'1973 Major League Baseball Season', u'1971 Major League Baseball Season', u'1978 Major League Baseball Season']	1	world series --> recurring event instances --> [u'2006 World Series', u'1936 World Series', u'1920 World Series', u'1979 World Series', u'1918 World Series']	30
2000	when is the last time the denver broncos won the superbowl?	21643	denver broncos --> sports team championships --> [u'Super Bowl XXXII', u'Super Bowl XXXIII']	46	super bowl --> recurring event instances --> [u'Super Bowl XIX', u'Super Bowl XXXVII', u'Super Bowl XLVI', u'Super Bowl III', u'Super Bowl XLIV']	118
2001	what year did houston rockets win their first championship?	8996	houston rockets --> sports team championships --> [u'1995 NBA Finals', u'1994 NBA Finals']	21	houston rockets --> sports team championships --> [u'1995 NBA Finals', u'1994 NBA Finals']	21
2002	what do christians believe about heaven hell and purgatory?	1447	christian --> website category sites --> [u'The Church of Nails', u'Greek Evangelical Church']	0	christianity --> religion texts --> [u'Gospel of Mark', u'The Bible', u'New Testament', u'Old Testament', u'Book of Ruth']	147
2003	what is the theme of scarlet letter by nathaniel hawthorne?	259	nathaniel hawthorne --> notable author of a lit movement literary movement --> [u'Dark romanticism']	0	nathaniel hawthorne --> film story contributor film story credits --> [u"American Short Story Collection: Rappaccini's Daughter", u'The Scarlet Letter', u'The Scarlet Letter', u'Puritan Passions', u'The Scarlet Letter']	4
2004	what products and\/or services does google offer customers?	880	google --> manufacturer products --> [u'Blogger', u'Google Docs and Spreadsheets', u'Google SketchUp', u'Picasa', u'Google Maps']	11	google --> organization founders --> [u'Larry Page', u'Sergey Brin']	77
2005	when was the last time the dallas cowboys won the superbowl?	7433	dallas cowboys --> sports team championships --> [u'Super Bowl XXVII', u'Super Bowl XII', u'Super Bowl VI', u'Super Bowl XXVIII', u'Super Bowl XXX']	108	super bowl --> recurring event instances --> [u'Super Bowl XIX', u'Super Bowl XXXVII', u'Super Bowl XLVI', u'Super Bowl III', u'Super Bowl XLIV']	118
2006	what episode of how i met your mother is carrie underwood on?	533	how i met your mother --> tv program episodes --> [u"Not a Father's Day", u'Of Course', u'Hooked', u'The Leap', u'The Three Days Rule']	2	carrie underwood --> award nomination nominated for --> [u'Carnival Ride', u'Remind Me', u'Blown Away', u'Oh Love', u'I Told You So']	20
2007	what make of bike did steve mcqueen ride in the great escape?	425	steve mcqueen --> writer film --> [u'Yucatan']	0	steve mcqueen --> performance character --> [u'Jake Holman', u'Rocky Papasano', u'Dirt-bike Rider', u'Steve Andrews', u'Ralph Thorson']	0
2008	who played stanley kowalski in a streetcar named desire movie?	3920	stanley kowalski --> regular tv appearance actor --> [u'Marlon Brando']	7	stanley kowalski --> performance actor --> [u'Marlon Brando', u'Alec Baldwin', u'Treat Williams']	12
2009	what kind of government does the united states have currently?	186074	united states of america --> country form of government --> [u'Presidential system', u'Federal republic', u'Constitutional republic']	4	united states of america --> country form of government --> [u'Presidential system', u'Federal republic', u'Constitutional republic']	4
2010	when is the last time the pittsburgh steelers won a superbowl?	6369	pittsburgh steelers --> sports team championships --> [u'Super Bowl XLIII', u'Super Bowl XIII', u'Super Bowl XL', u'Super Bowl IX', u'Super Bowl X']	135	super bowl --> sports championship events --> [u'Super Bowl XIX', u'Super Bowl XXXVII', u'Super Bowl XLVI', u'Super Bowl III', u'Super Bowl XLIV']	118
2011	what is the name of the national anthem of canada ( 2 words )?	66892	canada --> national anthem of a country anthem --> [u'O Canada']	3	canada --> country first level divisions --> [u'New Brunswick', u'Newfoundland and Labrador', u'Saskatchewan', u'Nova Scotia', u'Ontario']	10191
2012	through which countries of the sahel does the niger river flow?	285	niger river --> river basin countries --> [u'Mali', u'Niger', u'Nigeria', u'Benin', u'Guinea']	67	niger river --> river basin countries --> [u'Mali', u'Niger', u'Nigeria', u'Benin', u'Guinea']	67
2013	what vegetables can i plant in november in southern california?	224	southern california --> produce availability produce --> [u'Lemon', u'Boysenberry', u'Valencia orange', u'Tangerine', u'Apple']	0	southern california --> location contains --> [u'Loyola Marymount University', u'Los Angeles', u'University of California, San Diego', u'Otis College of Art and Design', u'Lake Hodges']	70
2014	who is the minority leader of the house of representatives now?	4466	united states house of representatives --> government position held office holder --> [u'Lynn Schenk', u'Thurman C. Crook', u'Daniel Kahikina Akaka', u'Blanche Lincoln', u'Jon Kyl']	1	party leaders of the united states house of representatives --> government position held office holder --> [u'Eric Cantor']	4
2015	who does mike marry at the end of season 5 desperate housewives?	621	desperate housewives --> regular tv appearance character --> [u'Mary Alice Young', u'Paul Young', u'Susan Delfino', u'Julie Mayer', u'Gabrielle Solis']	23	desperate housewives --> regular tv appearance actor --> [u'Marcia Cross', u'Kyle MacLachlan', u'Ricardo Antonio Chavira', u'Mehcad Brooks', u'Shawn Pyfrom']	24
2016	when was the last time the boston bruins went to the stanley cup?	2575	boston bruins --> sports team championships --> [u'1929 Stanley Cup Finals', u'1970 Stanley Cup Finals', u'1939 Stanley Cup Finals', u'1972 Stanley Cup Finals', u'2011 Stanley Cup Finals']	36	boston bruins --> sports team championships --> [u'1929 Stanley Cup Finals', u'1970 Stanley Cup Finals', u'1939 Stanley Cup Finals', u'1972 Stanley Cup Finals', u'2011 Stanley Cup Finals']	36
2017	who was the voice of darth vader in the original star wars movie?	4112	star wars episode iv: a new hope --> performance actor --> [u'James Earl Jones', u'Carrie Fisher', u'David Prowse', u'Alec Guinness', u'Harrison Ford']	16	darth vader --> performance actor --> [u'James Earl Jones', u'Jake Lloyd', u'David Prowse', u'Sebastian Shaw', u'Hayden Christensen']	45
2018	who was the secretary of state when andrew jackson was president?	5171	united states secretary of state --> government position held office holder --> [u'Colin Powell', u'James Monroe', u'Hillary Clinton', u'John Jay', u'Peter Frelinghuysen, Jr.']	273	united states secretary of state --> government position held office holder --> [u'Colin Powell', u'James Monroe', u'Hillary Clinton', u'John Jay', u'Peter Frelinghuysen, Jr.']	273
2019	when was the last time the toronto maple leafs made the playoffs?	1854	toronto maple leafs --> sports team championships --> [u'1962 Stanley Cup Finals', u'1932 Stanley Cup Finals', u'1963 Stanley Cup Finals', u'1942 Stanley Cup Finals', u'1949 Stanley Cup Finals']	12	toronto maple leafs --> sports team championships --> [u'1962 Stanley Cup Finals', u'1932 Stanley Cup Finals', u'1963 Stanley Cup Finals', u'1942 Stanley Cup Finals', u'1949 Stanley Cup Finals']	12
2020	what was thomas jefferson role in the declaration of independence?	2993	jim wallis --> person profession --> [u'Editor', u'Writer']	0	thomas jefferson --> government position held jurisdiction of office --> [u'Virginia', u'United States of America']	85
2021	when was the last time the toronto maple leafs win the stanley cup?	2543	toronto maple leafs --> sports team championships --> [u'1962 Stanley Cup Finals', u'1932 Stanley Cup Finals', u'1963 Stanley Cup Finals', u'1942 Stanley Cup Finals', u'1949 Stanley Cup Finals']	12	toronto maple leafs --> sports team championships --> [u'1962 Stanley Cup Finals', u'1932 Stanley Cup Finals', u'1963 Stanley Cup Finals', u'1942 Stanley Cup Finals', u'1949 Stanley Cup Finals']	12
2022	which continental congress approve the declaration of independence?	1041	continental congress --> governmental body sessions --> [u'First Continental Congress', u'Second Continental Congress']	5	continental congress --> government position held district represented --> [u'New Hampshire', u'New York', u'Pennsylvania', u'South Carolina', u'Virginia']	65
2023	what else did alexander graham bell invent other than the telephone?	218	alexander graham bell --> inventor inventions --> [u'Telephone', u'Graphaphone']	4	alexander graham bell --> inventor inventions --> [u'Telephone', u'Graphaphone']	4
2024	what did anton van leeuwenhoek contribute to our knowledge of cells?	18	anton van leeuwenhoek --> kwtopic connections to --> [u'peter i the great of russia watched work of anton van leeuwenhoek', u'microscope first used by anton van leeuwenhoek', u'petrus van musschenbroek father knew anton van leeuwenhoek', u'gottfried wilhelm leibniz met anton van leeuwenhoek', u'henry oldenburg corresponded with anton van leeuwenhoek']	0	anton van leeuwenhoek --> person profession --> [u'Scientist']	0
